Sexo,Educacion,EstadoCivil,Edad,MontoCredito
2,2,2,34,70000
1,2,2,37,120000
2,2,2,32,180000
2,3,1,57,50000
2,2,3,46,10000
2,1,1,53,370000
2,1,2,26,20000
1,2,1,34,150000
1,1,2,26,20000
2,2,1,54,480000
1,3,2,26,50000
1,2,2,31,170000
2,2,2,30,400000
2,1,2,31,200000
1,1,2,34,360000
2,5,2,36,140000
1,3,1,34,260000
2,2,2,26,440000
1,2,1,43,500000
2,2,1,29,230000
1,2,1,41,470000
2,3,1,48,20000
2,2,2,24,210000
2,1,2,23,20000
2,3,1,53,20000
2,2,1,34,200000
2,2,2,36,250000
1,2,2,41,300000
2,1,2,30,320000
1,2,2,29,50000
2,2,1,34,200000
2,1,2,29,80000
1,2,1,37,70000
1,3,2,36,60000
2,3,2,22,10000
2,3,2,30,50000
1,2,2,26,140000
1,2,2,25,30000
1,2,1,49,190000
2,1,2,23,70000
2,2,1,28,330000
2,2,2,24,110000
1,3,1,47,270000
1,2,1,31,160000
1,2,2,24,20000
1,2,2,32,320000
1,1,2,31,430000
2,1,1,37,50000
1,2,1,48,140000
1,2,1,49,500000
1,3,1,45,80000
2,1,1,34,390000
2,1,1,43,250000
2,1,2,31,390000
2,1,1,35,100000
2,1,1,42,360000
1,1,2,36,140000
1,2,1,51,110000
1,3,1,48,170000
1,2,1,48,170000
2,2,2,25,180000
1,2,1,41,140000
2,2,1,49,20000
1,1,2,28,150000
2,2,2,28,50000
2,2,1,38,160000
1,2,1,41,80000
2,3,2,29,300000
2,3,2,32,60000
2,2,2,26,70000
2,1,2,31,290000
2,1,2,23,80000
2,3,1,53,50000
2,3,2,49,200000
2,1,1,34,200000
2,1,2,22,50000
2,2,2,26,20000
1,1,1,38,200000
2,1,2,35,120000
2,2,1,49,220000
1,1,2,40,630000
2,1,2,34,300000
2,2,2,49,10000
1,2,2,29,50000
2,1,1,39,280000
1,1,2,30,130000
2,3,1,28,30000
2,2,1,27,50000
2,3,1,38,70000
1,2,2,29,80000
2,2,1,22,20000
1,1,1,41,390000
2,2,2,32,470000
2,2,2,30,240000
2,1,2,29,140000
2,2,1,37,260000
2,1,2,25,150000
1,1,1,46,120000
2,2,1,47,20000
2,4,2,42,260000
1,3,2,22,50000
2,2,2,27,180000
2,5,1,35,310000
1,2,1,44,360000
2,2,2,30,180000
2,1,1,42,270000
1,1,2,28,70000
1,2,2,24,50000
2,3,2,50,30000
2,2,1,54,50000
1,2,1,37,350000
1,1,1,58,200000
1,3,2,26,80000
2,2,1,31,60000
1,1,1,52,30000
2,1,2,36,110000
2,1,2,27,300000
2,3,1,22,50000
1,1,2,39,500000
1,1,2,36,360000
2,2,1,39,20000
1,1,1,39,220000
2,2,2,22,20000
1,2,1,37,60000
2,1,2,30,170000
2,2,1,26,200000
2,1,2,23,20000
2,3,2,23,140000
2,1,2,35,330000
2,2,2,24,180000
2,2,1,35,360000
1,3,1,51,20000
2,1,2,23,50000
2,2,1,25,100000
1,2,1,36,30000
2,2,1,44,70000
1,1,2,33,470000
2,1,1,36,300000
2,1,1,45,300000
2,1,2,26,200000
2,2,1,41,150000
2,2,2,25,220000
1,1,2,31,420000
2,2,2,45,210000
1,3,1,58,450000
1,2,1,38,30000
1,2,1,30,240000
2,2,2,25,420000
2,1,2,25,60000
2,3,2,24,30000
2,1,2,29,80000
1,2,2,37,50000
1,3,2,27,230000
1,1,2,31,200000
2,2,2,28,230000
2,2,2,24,130000
2,3,2,27,200000
2,1,2,33,90000
1,1,2,27,120000
1,1,2,42,200000
2,2,2,32,20000
2,1,1,37,210000
2,2,2,44,80000
2,1,1,29,50000
2,2,1,42,70000
1,2,2,32,230000
1,2,2,52,20000
1,2,2,44,30000
1,1,2,31,100000
2,1,2,29,80000
1,2,2,33,210000
1,2,2,54,50000
2,2,2,23,130000
2,1,2,24,70000
2,1,1,33,210000
1,3,1,44,100000
1,3,0,51,200000
1,1,2,24,40000
2,2,2,25,80000
2,1,1,37,210000
2,2,2,23,20000
1,3,2,34,10000
2,3,1,50,60000
2,2,1,25,40000
2,1,2,33,290000
1,2,1,54,50000
1,2,2,25,20000
1,2,2,26,30000
1,2,1,32,20000
2,3,3,43,50000
1,2,1,42,500000
2,3,2,24,90000
1,2,2,26,10000
2,2,1,37,50000
1,1,2,36,120000
2,1,2,27,200000
2,2,1,50,300000
2,2,2,24,90000
1,2,1,27,90000
2,1,2,23,140000
2,2,1,39,180000
1,1,1,39,360000
2,3,2,29,160000
1,1,1,45,100000
1,2,2,21,20000
1,1,1,36,360000
1,2,2,39,230000
2,3,2,29,110000
1,2,2,37,210000
1,2,2,26,200000
1,2,2,44,50000
2,1,2,30,210000
1,1,2,31,280000
1,2,1,40,500000
2,1,2,25,30000
2,2,1,36,340000
1,1,2,32,360000
2,1,2,22,70000
2,2,3,44,20000
1,1,2,32,230000
1,2,1,41,60000
1,1,2,28,50000
2,1,2,29,50000
2,4,2,28,130000
1,3,2,52,160000
2,3,2,48,60000
1,2,2,43,160000
2,1,2,25,180000
1,2,1,36,170000
2,2,2,35,360000
2,2,1,34,130000
2,2,2,48,180000
1,1,2,27,20000
2,2,1,43,230000
2,2,1,30,220000
1,2,1,43,240000
1,3,1,54,50000
2,2,1,39,310000
1,1,1,70,350000
2,1,2,24,50000
2,2,1,30,200000
1,3,2,53,480000
2,1,1,27,180000
2,2,2,33,200000
1,3,1,34,20000
1,2,2,48,50000
2,3,2,33,210000
2,2,2,24,20000
2,2,1,31,150000
2,2,2,25,50000
1,3,1,49,190000
2,1,2,27,290000
1,2,1,39,420000
2,2,2,36,340000
1,2,2,40,60000
2,1,2,27,90000
2,1,2,27,30000
2,2,1,37,160000
1,2,2,35,20000
2,2,1,25,90000
1,1,2,27,120000
1,1,2,38,120000
2,2,1,50,360000
2,1,2,32,160000
2,1,1,34,320000
1,2,2,25,20000
2,1,2,29,230000
1,3,1,44,50000
1,3,1,48,50000
2,3,2,24,40000
2,3,1,27,120000
2,2,2,25,130000
2,3,2,28,110000
1,2,2,22,20000
1,3,2,22,50000
2,3,1,30,120000
1,3,2,34,50000
2,2,2,34,360000
2,2,1,44,240000
1,1,2,32,150000
2,2,2,23,50000
2,1,2,42,500000
2,2,1,33,110000
1,2,1,48,170000
2,2,1,29,230000
2,3,3,47,20000
2,1,1,41,100000
1,1,2,28,110000
1,1,1,52,340000
1,1,2,37,50000
1,1,1,50,310000
2,3,1,31,50000
2,3,1,38,240000
2,2,1,48,50000
2,1,2,34,150000
1,2,2,44,140000
2,3,1,56,30000
2,1,1,30,300000
1,1,2,29,50000
2,2,1,37,280000
2,2,2,23,120000
2,1,1,27,30000
2,2,2,23,30000
1,3,1,45,180000
1,2,1,33,150000
2,2,1,40,110000
1,1,2,24,50000
2,3,1,43,230000
2,2,2,25,230000
2,1,2,46,160000
1,3,2,36,50000
2,1,1,36,210000
2,2,1,38,120000
2,2,1,42,240000
1,3,3,47,20000
2,3,2,40,50000
2,1,2,70,50000
2,2,1,32,50000
1,3,2,52,100000
2,1,1,49,390000
1,1,2,31,550000
2,2,2,36,450000
2,2,1,50,80000
2,3,1,48,50000
2,2,2,33,50000
1,2,1,44,180000
1,1,2,35,240000
2,3,2,29,320000
2,2,1,35,480000
2,2,1,37,150000
2,1,2,29,110000
1,1,2,30,240000
1,1,2,33,50000
1,2,2,27,120000
2,1,1,31,150000
2,3,2,53,100000
2,2,2,38,260000
2,2,2,26,250000
2,2,2,26,100000
1,1,1,51,160000
2,1,1,37,270000
2,2,2,42,390000
2,2,1,43,210000
2,2,2,23,30000
2,3,1,30,300000
2,3,1,38,190000
2,1,1,35,130000
1,2,1,44,360000
1,1,1,35,320000
1,2,3,35,20000
1,1,1,32,360000
2,2,2,25,190000
2,2,2,33,90000
2,1,2,26,30000
1,1,2,29,240000
2,1,2,26,40000
1,2,2,36,170000
1,1,2,37,180000
1,3,1,63,20000
2,3,1,48,150000
2,2,1,47,50000
2,3,1,31,140000
1,3,2,31,50000
1,1,2,34,200000
2,1,1,43,100000
2,1,2,32,250000
2,1,2,38,80000
2,2,1,50,170000
1,3,2,29,80000
1,2,1,49,50000
2,3,2,40,30000
2,1,2,34,70000
2,3,1,47,30000
1,1,1,34,200000
2,2,2,27,100000
1,2,2,44,20000
1,1,2,29,200000
1,3,1,72,50000
1,2,1,48,50000
2,1,2,27,50000
1,2,1,44,220000
2,3,1,39,240000
1,1,1,40,50000
2,1,1,45,500000
1,1,2,26,170000
1,1,1,34,30000
1,1,1,43,300000
1,2,2,30,50000
2,3,1,31,100000
2,1,2,29,150000
1,1,2,28,50000
2,2,2,31,190000
2,3,2,22,20000
2,3,1,55,50000
2,2,1,39,30000
2,1,2,27,90000
2,1,2,36,500000
1,1,1,40,280000
1,2,1,31,30000
2,2,1,36,90000
1,2,1,42,200000
1,2,2,30,100000
1,3,2,40,20000
1,2,1,51,50000
2,2,3,51,50000
1,3,2,32,290000
2,1,2,36,220000
1,1,1,37,440000
1,2,2,49,50000
1,1,2,31,300000
2,1,1,50,290000
1,2,1,40,390000
2,2,2,24,50000
2,2,2,31,220000
2,2,2,29,150000
1,1,2,24,50000
1,1,1,44,200000
2,2,2,30,120000
2,1,1,61,230000
2,2,1,28,180000
1,1,2,22,20000
1,2,2,23,20000
1,3,1,46,50000
2,1,2,24,290000
2,2,2,54,290000
2,1,2,27,150000
2,2,2,53,190000
2,2,2,25,80000
1,3,1,47,250000
1,2,1,35,20000
2,3,1,45,180000
1,1,2,25,80000
1,1,2,31,300000
2,3,1,51,50000
2,1,1,40,70000
2,1,2,30,150000
2,1,2,29,320000
2,1,2,24,60000
1,3,2,32,20000
1,1,2,35,230000
2,2,1,29,310000
2,1,2,36,230000
2,1,1,40,200000
2,1,2,30,100000
1,2,1,64,310000
1,3,1,33,180000
2,1,1,38,390000
2,1,2,26,20000
2,2,1,26,50000
1,1,2,29,140000
1,1,2,37,170000
2,2,1,45,250000
2,3,1,40,50000
2,1,2,36,250000
1,1,2,27,90000
1,2,1,44,90000
2,1,2,27,160000
1,2,2,29,360000
2,1,2,26,330000
2,3,1,54,50000
2,2,1,42,60000
2,3,2,42,10000
1,2,1,41,70000
2,1,1,31,150000
2,2,2,33,250000
2,3,1,33,130000
1,1,2,27,130000
2,2,1,36,100000
1,2,2,37,130000
2,2,2,29,80000
1,1,2,41,380000
2,2,2,23,20000
1,2,2,25,20000
1,1,1,54,140000
1,1,2,33,180000
2,1,2,29,230000
1,1,2,32,90000
1,2,2,29,160000
2,1,2,22,50000
2,2,2,29,140000
2,2,1,31,250000
2,2,2,24,120000
2,1,2,27,120000
2,2,1,40,260000
1,2,2,38,10000
2,2,1,38,60000
2,2,1,29,60000
1,2,2,27,50000
1,3,1,34,130000
1,1,2,34,130000
2,1,2,32,360000
2,2,1,36,80000
1,2,2,26,50000
2,1,1,33,290000
1,1,1,53,200000
1,2,2,27,20000
1,1,2,33,500000
2,1,2,26,130000
2,1,2,27,30000
2,1,2,24,20000
2,2,2,26,70000
1,1,2,27,200000
2,2,1,46,50000
1,2,1,56,360000
2,3,1,56,50000
2,3,1,26,180000
1,2,2,25,50000
2,1,2,28,120000
2,2,1,37,80000
2,1,1,47,330000
1,3,1,43,40000
1,2,2,26,50000
1,3,1,48,80000
1,1,1,41,450000
2,3,1,48,30000
1,2,1,28,160000
2,1,2,22,80000
1,2,1,34,400000
1,2,1,60,220000
2,2,1,25,40000
2,2,2,27,280000
2,1,2,25,50000
1,2,2,26,110000
2,1,1,44,180000
2,1,2,26,200000
2,1,2,33,390000
2,1,2,29,400000
2,3,2,37,120000
1,1,2,34,200000
1,2,1,33,280000
2,1,2,27,230000
2,1,1,36,280000
1,3,2,28,130000
2,2,1,35,160000
1,3,1,47,120000
2,3,1,31,300000
2,1,2,31,20000
1,1,2,31,450000
1,2,1,30,250000
2,2,1,58,100000
2,2,2,27,150000
1,2,2,35,140000
2,1,2,46,500000
1,2,2,36,20000
1,2,2,53,50000
1,2,2,39,100000
2,2,2,27,200000
2,2,2,37,150000
1,1,2,23,80000
1,1,1,40,160000
2,2,1,44,180000
2,1,1,32,270000
2,1,2,41,180000
1,1,1,54,120000
2,1,2,29,110000
2,3,1,61,50000
2,3,2,30,200000
2,3,1,23,70000
2,2,2,30,360000
2,2,1,35,260000
1,3,1,32,50000
2,2,1,39,380000
1,2,2,24,50000
1,3,1,38,20000
1,6,2,32,270000
1,1,2,32,460000
1,3,2,24,60000
2,1,1,35,200000
2,2,2,37,50000
2,1,2,22,20000
2,2,1,40,290000
2,2,2,36,110000
2,3,1,51,160000
2,2,1,31,70000
2,1,2,39,200000
2,2,2,40,80000
1,1,2,41,20000
1,1,2,48,210000
2,3,1,39,180000
1,2,3,53,50000
1,2,2,26,30000
1,1,2,30,150000
1,1,2,28,150000
1,1,1,43,260000
2,1,2,30,310000
2,1,2,33,150000
2,1,2,27,200000
1,3,2,45,150000
2,2,1,54,220000
2,1,2,34,540000
1,2,2,30,280000
1,2,2,32,230000
1,1,1,39,50000
2,2,2,24,20000
1,2,2,35,10000
1,1,1,46,500000
2,2,2,24,50000
2,2,2,35,420000
2,2,2,23,50000
2,1,2,29,280000
1,2,1,46,50000
2,3,1,41,160000
2,2,1,23,40000
2,2,1,31,100000
2,1,2,26,50000
2,3,2,32,130000
2,2,2,22,30000
1,2,1,34,140000
2,2,1,32,210000
1,2,1,38,50000
1,2,1,29,310000
2,1,1,31,300000
2,2,2,47,30000
2,3,1,40,90000
2,2,1,34,150000
1,1,2,25,90000
2,3,2,65,80000
2,1,2,28,100000
1,2,2,33,10000
1,1,2,31,210000
2,2,1,41,170000
2,2,1,32,90000
2,3,2,36,210000
2,1,2,26,50000
1,1,1,30,150000
2,1,2,30,80000
2,1,1,38,130000
1,2,2,30,100000
1,1,1,41,160000
1,2,2,31,250000
2,2,1,42,500000
1,2,2,32,260000
2,2,1,44,50000
2,2,2,22,30000
2,2,2,42,110000
1,1,1,39,500000
2,1,2,32,310000
1,2,1,37,580000
2,1,1,36,340000
2,2,1,42,360000
2,1,2,29,290000
1,2,2,36,30000
2,1,2,29,80000
1,1,1,38,360000
2,1,2,31,170000
1,2,1,42,100000
1,2,2,37,450000
2,1,2,33,260000
2,1,2,29,240000
2,2,2,28,110000
2,2,2,26,240000
2,2,2,35,220000
1,2,1,33,20000
2,1,1,51,100000
1,1,2,32,300000
1,2,2,33,20000
2,1,2,30,360000
1,1,2,28,220000
2,2,2,26,470000
2,2,2,22,70000
2,1,2,26,120000
1,2,2,35,50000
1,2,1,49,470000
1,2,1,49,130000
2,1,2,24,20000
2,1,2,36,260000
1,1,1,39,20000
2,1,2,28,300000
2,2,2,35,460000
2,1,2,24,20000
2,2,2,27,360000
1,1,1,40,290000
1,1,1,30,90000
2,1,2,26,180000
1,3,1,53,360000
1,1,1,45,120000
1,2,2,30,220000
1,1,2,34,220000
2,1,2,27,10000
2,2,2,31,320000
1,1,1,33,320000
1,2,2,39,90000
1,1,1,50,180000
2,1,2,28,90000
1,1,1,36,100000
1,2,1,41,340000
1,1,2,22,50000
2,2,1,41,240000
1,2,2,41,10000
2,1,1,42,220000
2,2,2,37,100000
2,1,1,31,220000
2,3,1,57,70000
2,2,2,37,30000
2,3,2,53,130000
2,2,1,25,140000
1,2,2,32,20000
2,1,1,38,150000
2,2,2,26,50000
1,2,1,29,90000
2,3,1,37,170000
1,1,2,30,70000
2,1,2,43,200000
1,1,1,42,200000
1,2,1,40,20000
1,2,1,41,200000
1,2,2,26,170000
1,1,2,25,130000
2,1,2,27,100000
1,2,2,31,180000
2,3,2,26,230000
1,3,2,50,20000
2,1,1,35,500000
2,1,1,38,150000
2,3,2,40,80000
1,2,1,29,230000
1,1,2,37,80000
2,2,2,24,230000
2,2,2,49,50000
1,2,2,35,50000
2,1,2,25,10000
1,2,2,34,140000
1,2,2,42,50000
1,3,2,28,180000
1,1,2,65,360000
1,3,1,67,580000
2,1,1,43,310000
1,3,2,52,20000
2,1,2,43,180000
2,1,2,24,60000
2,3,1,59,40000
2,2,1,34,140000
1,2,1,32,220000
1,2,2,22,10000
1,1,1,52,20000
2,1,2,23,50000
2,2,2,33,50000
2,2,2,35,320000
1,2,2,34,20000
1,2,1,40,50000
1,1,1,49,340000
2,2,1,32,360000
2,2,1,33,300000
2,2,2,26,40000
1,1,1,51,150000
2,2,2,40,20000
2,3,1,35,30000
2,2,1,27,80000
2,3,1,38,390000
2,2,2,22,20000
1,2,1,42,200000
2,3,1,35,80000
2,2,1,36,50000
2,2,1,38,230000
2,2,2,31,190000
1,3,1,36,260000
2,1,1,39,100000
1,2,2,41,140000
2,2,1,42,20000
1,2,2,30,80000
1,1,2,32,360000
1,2,2,31,70000
2,2,1,24,30000
2,1,1,39,500000
2,2,2,30,320000
2,1,1,34,500000
2,1,1,27,240000
2,1,2,25,50000
2,2,1,39,120000
2,1,2,32,250000
2,2,1,39,180000
2,2,2,22,10000
2,3,1,53,200000
2,1,2,29,120000
1,2,1,38,230000
2,1,1,36,330000
2,2,2,28,50000
1,2,2,32,130000
1,2,2,26,110000
2,3,2,40,30000
2,1,2,25,120000
2,1,2,28,120000
2,2,1,40,210000
1,2,1,47,30000
1,3,2,27,50000
2,2,2,42,140000
1,3,1,37,140000
1,2,1,55,50000
1,3,1,46,130000
2,2,2,30,80000
2,3,1,51,50000
1,1,1,35,100000
1,2,1,48,220000
2,2,1,28,260000
1,1,2,40,320000
2,2,1,30,80000
1,1,2,55,140000
1,2,1,26,180000
1,4,2,23,80000
1,2,2,40,250000
1,1,2,33,80000
1,3,1,50,30000
2,2,1,26,120000
2,2,2,29,120000
1,2,1,29,20000
1,2,2,40,50000
1,2,1,50,250000
1,1,2,37,260000
2,1,2,27,180000
1,3,1,49,20000
1,2,1,55,150000
1,1,2,34,260000
1,1,1,43,230000
2,1,2,24,70000
2,1,1,33,160000
2,2,1,42,50000
1,2,1,37,170000
2,3,1,39,210000
1,1,2,28,230000
1,2,1,36,110000
2,2,1,39,80000
2,2,1,54,90000
2,1,1,41,90000
2,1,1,42,250000
1,2,2,31,270000
1,3,2,23,20000
2,5,2,34,80000
1,1,2,23,20000
2,2,1,36,150000
2,3,1,37,80000
2,2,1,47,130000
2,1,2,28,320000
2,1,2,24,50000
2,2,1,34,260000
2,1,2,35,140000
2,3,1,53,10000
1,1,2,30,180000
1,1,1,71,250000
1,1,2,23,20000
1,3,2,28,50000
2,1,1,38,120000
2,2,1,49,160000
2,2,2,22,60000
1,2,2,31,130000
1,2,1,41,320000
2,2,1,43,50000
1,2,2,33,50000
2,2,1,44,70000
2,2,1,44,80000
1,2,2,27,230000
1,3,2,43,20000
2,3,2,39,20000
1,2,2,42,360000
2,1,2,28,90000
2,2,1,34,160000
1,1,2,36,50000
2,1,2,27,220000
1,1,2,42,350000
2,1,2,29,120000
2,1,2,30,210000
2,2,1,31,100000
2,3,2,52,50000
2,1,2,26,340000
1,1,1,57,140000
1,2,2,42,50000
1,2,2,31,50000
2,1,2,27,90000
1,2,1,66,160000
1,2,2,27,250000
1,1,2,23,50000
2,2,1,36,300000
2,2,2,34,230000
1,1,1,43,260000
2,1,2,22,60000
1,3,1,41,140000
2,3,3,49,70000
1,3,1,41,20000
2,2,1,27,20000
1,4,1,28,170000
2,3,0,55,150000
1,2,2,26,50000
1,1,1,49,60000
2,1,2,29,230000
1,2,2,30,100000
1,1,2,24,150000
1,2,2,51,70000
1,1,2,25,150000
2,2,2,25,50000
2,1,2,29,110000
2,1,2,25,290000
2,2,2,42,310000
2,2,1,38,80000
1,1,1,54,220000
2,2,1,62,230000
1,1,1,52,360000
1,1,1,48,320000
1,1,2,30,20000
2,2,2,35,360000
2,2,1,38,360000
2,1,1,37,440000
1,2,1,49,400000
1,2,1,35,180000
2,1,2,30,230000
2,1,2,29,200000
1,1,1,34,230000
1,2,1,53,50000
1,1,2,36,270000
2,2,2,29,440000
1,1,1,53,340000
1,2,2,35,320000
2,2,2,36,500000
2,2,1,33,30000
2,3,2,55,120000
1,1,2,37,310000
2,3,2,31,110000
1,2,2,31,400000
2,1,1,55,150000
1,1,1,42,50000
1,2,1,27,270000
2,3,1,39,30000
1,1,1,57,30000
1,2,2,24,20000
2,2,2,22,50000
1,2,1,50,100000
2,1,2,29,200000
1,1,1,38,500000
1,2,1,43,190000
1,2,1,47,130000
1,2,2,23,50000
1,3,2,22,10000
2,1,1,47,1000000
2,3,1,35,150000
1,2,1,37,20000
2,1,2,30,140000
2,1,1,45,210000
1,3,1,53,360000
1,1,2,30,60000
1,2,1,33,30000
2,2,1,37,140000
2,1,2,21,20000
2,2,2,32,120000
1,1,1,45,80000
2,2,1,41,50000
2,1,2,27,360000
1,1,2,30,500000
1,2,2,21,10000
1,2,2,25,210000
1,3,2,41,50000
2,1,1,38,200000
2,1,2,36,300000
1,2,2,24,110000
1,2,2,58,50000
2,1,1,41,340000
2,2,1,32,50000
1,3,2,63,110000
1,3,1,38,600000
1,1,2,32,160000
1,1,1,38,450000
1,1,2,31,60000
1,1,1,43,310000
2,2,1,24,20000
2,2,2,29,60000
2,2,1,38,170000
2,1,1,50,190000
2,1,2,49,230000
2,1,2,25,80000
2,3,1,50,120000
1,2,2,30,20000
2,2,1,26,140000
1,2,2,24,50000
2,1,1,35,180000
2,3,1,50,150000
2,1,2,35,300000
2,1,1,45,380000
2,3,2,27,90000
2,2,2,22,10000
2,3,2,28,90000
1,1,1,34,240000
2,3,1,32,180000
1,1,2,32,140000
1,2,1,36,280000
2,1,2,30,120000
2,2,1,32,550000
2,2,2,30,170000
2,2,1,36,50000
2,2,1,35,140000
1,3,2,48,10000
2,3,1,32,240000
2,2,2,24,30000
2,2,2,25,30000
2,2,2,36,200000
2,2,2,33,140000
2,3,2,28,200000
2,2,2,37,80000
1,3,2,30,100000
1,2,2,26,220000
2,2,2,25,80000
2,1,2,27,350000
2,2,2,26,50000
1,2,1,39,360000
2,2,1,33,230000
1,2,1,39,30000
2,2,2,24,70000
2,2,2,23,70000
2,1,1,44,150000
1,1,2,35,360000
2,2,1,56,210000
1,2,2,29,50000
2,2,2,48,180000
1,1,1,40,210000
2,3,1,53,160000
2,3,1,37,50000
2,2,1,35,200000
2,2,2,41,20000
1,3,1,56,500000
2,3,1,49,90000
2,1,2,29,70000
2,3,1,49,50000
1,1,1,37,180000
1,2,2,27,50000
2,2,2,33,230000
1,2,2,28,70000
1,3,2,39,30000
1,3,3,54,10000
1,3,1,35,90000
2,3,1,43,80000
2,1,1,46,360000
2,1,2,29,150000
2,1,1,32,200000
2,3,2,38,300000
1,1,1,37,500000
1,1,2,27,210000
2,2,2,33,80000
2,1,1,44,200000
2,1,1,30,230000
2,1,1,29,60000
1,2,2,32,180000
1,2,1,26,80000
2,1,1,44,220000
2,2,1,26,30000
2,1,2,30,30000
1,2,2,25,30000
1,2,1,40,150000
2,2,1,47,30000
1,2,2,26,180000
1,1,2,56,30000
2,1,2,28,240000
2,2,2,31,120000
2,3,1,43,150000
2,1,1,47,180000
1,2,1,46,50000
2,1,2,26,360000
2,3,3,60,30000
1,2,1,24,50000
2,2,1,39,30000
2,1,2,53,50000
1,2,2,30,90000
2,2,2,39,200000
1,3,2,52,50000
2,2,2,40,80000
2,2,2,41,50000
2,2,2,23,200000
2,2,1,36,90000
1,1,2,28,240000
2,1,2,29,90000
1,1,2,23,10000
2,1,1,38,210000
2,2,2,26,140000
2,1,1,29,50000
2,2,1,28,50000
2,3,1,45,230000
2,2,2,27,150000
1,2,1,36,240000
1,2,2,25,80000
2,3,2,33,140000
1,2,1,50,290000
1,5,1,29,80000
1,2,1,34,400000
1,3,3,46,20000
1,1,2,30,360000
2,2,2,25,260000
1,1,2,28,30000
1,2,2,27,130000
1,1,1,41,490000
1,1,1,42,580000
1,2,1,34,20000
2,1,2,32,180000
2,1,2,26,90000
1,2,2,25,90000
2,1,1,54,440000
2,2,1,52,280000
1,1,2,29,230000
1,2,2,35,300000
2,2,1,41,20000
2,2,2,26,80000
1,2,2,24,20000
1,1,2,34,220000
2,2,1,44,210000
1,3,2,49,130000
1,1,1,66,400000
2,1,2,25,120000
2,2,1,33,460000
2,1,1,42,230000
1,2,2,28,210000
2,2,2,23,30000
2,3,1,39,50000
2,1,2,29,250000
2,2,2,25,50000
1,2,1,38,40000
1,2,1,35,230000
1,1,2,33,210000
1,2,2,30,60000
2,1,1,41,500000
2,2,2,28,110000
1,1,1,44,400000
1,1,1,51,280000
1,2,1,35,60000
1,3,1,47,100000
2,2,2,42,230000
2,3,2,24,80000
2,2,1,43,110000
1,1,1,47,390000
2,2,2,39,150000
1,2,2,29,180000
1,1,2,32,500000
1,3,1,32,50000
2,3,2,49,20000
2,2,2,24,130000
2,3,1,27,110000
1,2,1,29,200000
2,2,1,47,50000
1,1,2,29,130000
1,2,2,28,260000
1,2,1,30,180000
2,1,1,29,330000
2,2,2,29,80000
1,1,2,32,320000
1,2,2,38,20000
2,3,2,43,50000
2,3,1,40,210000
1,2,2,31,420000
2,2,2,35,210000
2,2,1,42,160000
2,1,2,25,20000
1,1,2,35,360000
1,2,3,50,30000
1,2,2,27,50000
1,2,1,38,30000
2,2,2,24,30000
2,2,2,24,280000
2,3,2,24,30000
1,2,2,33,20000
2,1,1,51,300000
2,1,2,35,180000
2,2,1,24,20000
2,3,1,39,80000
2,2,1,47,20000
1,1,2,29,60000
1,2,2,22,20000
2,3,1,67,30000
1,1,2,33,50000
1,1,1,47,80000
2,2,2,24,170000
1,1,1,36,160000
1,1,2,27,130000
2,2,1,34,30000
2,1,2,36,100000
2,2,2,25,120000
2,1,1,49,150000
2,3,1,24,100000
1,2,2,24,30000
2,2,2,45,160000
2,3,1,48,120000
2,1,2,40,160000
2,1,1,35,340000
1,3,1,55,240000
2,3,1,42,30000
1,2,1,54,50000
1,2,2,25,200000
2,2,2,44,80000
2,2,2,41,50000
2,2,1,29,130000
1,1,1,57,290000
2,3,1,44,30000
1,3,1,40,340000
2,1,2,28,180000
2,1,2,23,60000
2,1,2,25,390000
1,1,1,35,460000
1,1,1,51,500000
2,2,1,44,30000
2,2,2,25,80000
2,2,1,41,250000
2,1,2,26,280000
2,2,2,26,30000
1,1,2,28,30000
1,2,2,27,20000
2,3,1,56,380000
2,3,1,29,100000
1,2,2,32,180000
2,1,2,25,80000
1,1,2,31,220000
2,2,2,26,170000
2,1,2,29,140000
1,1,2,29,20000
2,3,1,38,100000
2,3,1,47,50000
2,2,2,30,300000
2,3,2,25,30000
1,3,1,53,50000
1,2,2,37,160000
1,2,2,27,80000
2,2,1,28,140000
1,2,2,23,20000
1,3,1,51,50000
2,1,2,34,200000
2,2,1,23,80000
2,2,2,27,80000
2,1,2,39,210000
1,2,1,28,260000
1,2,1,46,200000
2,2,1,33,110000
1,2,2,23,10000
1,1,2,30,200000
1,1,2,31,300000
2,1,1,39,360000
2,2,1,32,290000
1,3,1,26,30000
1,1,1,47,300000
2,1,2,28,300000
2,3,2,45,210000
1,3,1,36,50000
2,1,2,26,340000
1,1,1,34,330000
2,1,2,28,220000
2,2,2,30,100000
1,1,2,30,260000
1,2,2,30,180000
1,2,1,44,200000
2,3,2,41,110000
1,2,2,48,20000
1,1,2,25,60000
1,3,1,28,30000
2,1,2,24,30000
2,1,1,37,420000
1,1,1,34,340000
1,2,1,38,270000
2,4,2,36,360000
2,1,2,25,230000
2,2,1,33,50000
2,1,2,28,230000
2,1,1,38,200000
2,2,2,24,100000
2,2,1,47,150000
1,3,2,28,50000
1,2,2,29,60000
2,2,2,30,70000
1,2,2,23,20000
2,2,2,25,50000
2,1,1,33,500000
1,3,1,49,390000
2,1,2,27,90000
1,2,2,22,10000
1,2,2,24,30000
1,3,1,35,240000
2,1,2,29,180000
2,2,2,23,70000
1,2,2,26,50000
1,3,1,46,20000
2,2,1,36,260000
